"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","ingredient_category","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2-isobutyl-3-methylpyrazine","234.0","0","1","0","0.9934561965811965","false","0","2-isobutyl-3-methylpyrazine","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","maltol","234.0","0","1","0","0.9934561965811965","false","0","maltol","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","tolualdehydes,_mixed_o-,_m-,_p-","202.5","0","2","0","0.9957532051282051","true","0","tolualdehydes,_mixed_o-,_m-,_p-","25628","0.6336477987421384"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2-methyl-3-butenal","202.5","0","2","0","0.9957532051282051","true","0","2-methyl-3-butenal","25628","0.6336477987421384"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","dihydro-a-ionone","171.0","0","1","0","0.9917735042735042","false","0","dihydro-a-ionone","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","ethyl_acetoacetate","234.0","0","1","0","0.9934561965811965","false","0","ethyl_acetoacetate","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","methyl_furfuryl_disulfide","234.0","0","1","0","0.9934561965811965","false","0","methyl_furfuryl_disulfide","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","ethyl_butyrate","234.0","0","1","0","0.9934561965811965","false","0","ethyl_butyrate","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","myrcene","202.5","0","2","0","0.9957532051282051","true","0","myrcene","25628","0.6336477987421384"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","n-octanal","171.0","0","1","0","0.9917735042735042","false","0","n-octanal","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","ethyl-3-hydroxybutyrate","171.0","0","1","0","0.9917735042735042","false","0","ethyl-3-hydroxybutyrate","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","p,a,a-trimethylbenzyl_alcohol","171.0","0","1","0","0.9917735042735042","false","0","p,a,a-trimethylbenzyl_alcohol","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","ethyl_formate","202.5","0","2","0","0.9957532051282051","true","0","ethyl_formate","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","methyl_phenyl_sulfide","234.0","0","1","0","0.9934561965811965","false","0","methyl_phenyl_sulfide","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","ethyl_5-hexenoate","171.0","0","1","0","0.9917735042735042","false","0","ethyl_5-hexenoate","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","5,6,7,8-tetrahydroquinoxaline","234.0","0","1","0","0.9934561965811965","false","0","5,6,7,8-tetrahydroquinoxaline","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","3-methyl-2-buten-1-ol","234.0","0","1","0","0.9934561965811965","false","0","3-methyl-2-buten-1-ol","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","prenylthiol","234.0","0","1","0","0.9934561965811965","false","0","prenylthiol","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","skatole","202.5","0","2","0","0.9957532051282051","true","0","skatole","25628","0.6336477987421384"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","2-pentenal","171.0","0","1","0","0.9917735042735042","false","0","2-pentenal","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","5-isopropyl-2-methylpyrazine","234.0","0","1","0","0.9934561965811965","false","0","5-isopropyl-2-methylpyrazine","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","methyl_anthranilate","171.0","0","1","0","0.9917735042735042","false","0","methyl_anthranilate","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2,3,5,6-tetramethylpyrazine","234.0","0","1","0","0.9934561965811965","false","0","2,3,5,6-tetramethylpyrazine","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","(e)-2-hexenyl_hexanoate","171.0","0","1","0","0.9917735042735042","false","0","(e)-2-hexenyl_hexanoate","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","3-methyl-2-butenal","171.0","0","1","0","0.9917735042735042","false","0","3-methyl-2-butenal","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","pyrrole","202.5","0","2","0","0.9957532051282051","true","0","pyrrole","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","o-(methylthio)phenol","234.0","0","1","0","0.9934561965811965","false","0","o-(methylthio)phenol","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","pyrrolidine","234.0","0","1","0","0.9934561965811965","false","0","pyrrolidine","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2-acetyl-5-methylfuran","234.0","0","1","0","0.9934561965811965","false","0","2-acetyl-5-methylfuran","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","o-propylphenol","234.0","0","1","0","0.9934561965811965","false","0","o-propylphenol","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2-acetylfuran","234.0","0","1","0","0.9934561965811965","false","0","2-acetylfuran","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","ethyl_valerate","234.0","0","1","0","0.9934561965811965","false","0","ethyl_valerate","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","resorcinol","234.0","0","1","0","0.9934561965811965","false","0","resorcinol","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","d-ribose","234.0","0","1","0","0.9934561965811965","false","0","d-ribose","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","methyl_benzoate","202.5","0","2","0","0.9957532051282051","true","0","methyl_benzoate","25628","0.6336477987421384"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","formic_acid","202.5","0","2","0","0.9957532051282051","true","0","formic_acid","25628","0.6336477987421384"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","4-methyl-2-pentanone","202.5","0","2","0","0.9957532051282051","true","0","4-methyl-2-pentanone","25628","0.6336477987421384"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2-methylvaleric_acid","202.5","0","2","0","0.9957532051282051","true","0","2-methylvaleric_acid","25628","0.6336477987421384"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","4'-methylacetophenone","171.0","0","1","0","0.9917735042735042","false","0","4'-methylacetophenone","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","furfuryl_alcohol","234.0","0","1","0","0.9934561965811965","false","0","furfuryl_alcohol","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","benzyl_alcohol","171.0","0","1","0","0.9917735042735042","false","0","benzyl_alcohol","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","4-methyl-3-penten-2-one","202.5","0","2","0","0.9957532051282051","true","0","4-methyl-3-penten-2-one","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","s-methyl_thioacetate","234.0","0","1","0","0.9934561965811965","false","0","s-methyl_thioacetate","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","g-hexalactone","171.0","0","1","0","0.9917735042735042","false","0","g-hexalactone","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","methyl_salicylate","202.5","0","2","0","0.9957532051282051","true","0","methyl_salicylate","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","thiazole","234.0","0","1","0","0.9934561965811965","false","0","thiazole","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2,2'-(dithiodimethylene)-difuran","234.0","0","1","0","0.9934561965811965","false","0","2,2'-(dithiodimethylene)-difuran","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","heptanoic_acid","202.5","0","2","0","0.9957532051282051","true","0","heptanoic_acid","25628","0.6336477987421384"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","geraniol","202.5","0","2","0","0.9957532051282051","true","0","geraniol","25628","0.6336477987421384"
"1.534375","0.7476782915360503","0.6517311608961304","0.0","234","3","plant derivative","false","coffee","1.3675213675213675","0","234","0","0.9977163461538461","false","0","coffee","2243738","0.36752136752136755"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","trimethylamine","234.0","0","1","0","0.9934561965811965","false","0","trimethylamine","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","2-hydroxybenzoic_acid","171.0","0","1","0","0.9917735042735042","false","0","2-hydroxybenzoic_acid","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","p-cresol","234.0","0","1","0","0.9934561965811965","false","0","p-cresol","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","2,2,6-trimethylcyclohexanone","171.0","0","1","0","0.9917735042735042","false","0","2,2,6-trimethylcyclohexanone","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","1-(methylthio)-2-butanone","234.0","0","1","0","0.9934561965811965","false","0","1-(methylthio)-2-butanone","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2,3-octanedione","202.5","0","2","0","0.9957532051282051","true","0","2,3-octanedione","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","1-ethyl-2-acetylpyrrole","234.0","0","1","0","0.9934561965811965","false","0","1-ethyl-2-acetylpyrrole","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2-methyl-2-pentenal","202.5","0","2","0","0.9957532051282051","true","0","2-methyl-2-pentenal","25628","0.6336477987421384"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","heptyl_alcohol","171.0","0","1","0","0.9917735042735042","false","0","heptyl_alcohol","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","3,4-dimethoxy-1-vinylbenzene","234.0","0","1","0","0.9934561965811965","false","0","3,4-dimethoxy-1-vinylbenzene","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","1-hydroxy-2-butanone","234.0","0","1","0","0.9934561965811965","false","0","1-hydroxy-2-butanone","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2,3-diethyl-5-methylpyrazine","234.0","0","1","0","0.9934561965811965","false","0","2,3-diethyl-5-methylpyrazine","0","0.0"
"1.928125","0.4971101097178684","0.5186385737439222","0.0","171","3","plant derivative","false","tea","1.5029239766081872","0","171","0","0.9960336538461538","false","0","tea","2207450","0.5029239766081871"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one","202.5","0","2","0","0.9957532051282051","true","0","4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","1-methyl-2,3-cyclohexadione","234.0","0","1","0","0.9934561965811965","false","0","1-methyl-2,3-cyclohexadione","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","biphenyl","234.0","0","1","0","0.9934561965811965","false","0","biphenyl","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2,3-dimethylpyrazine","234.0","0","1","0","0.9934561965811965","false","0","2,3-dimethylpyrazine","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","hexanal","202.5","0","2","0","0.9957532051282051","true","0","hexanal","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2,3-pentanedione","234.0","0","1","0","0.9934561965811965","false","0","2,3-pentanedione","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2-methylpentanal","202.5","0","2","0","0.9957532051282051","true","0","2-methylpentanal","25628","0.6336477987421384"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","hexanoic_acid","202.5","0","2","0","0.9957532051282051","true","0","hexanoic_acid","25628","0.6336477987421384"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","methyl_anisate","171.0","0","1","0","0.9917735042735042","false","0","methyl_anisate","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","1-phenyl-1,2-propanedione","234.0","0","1","0","0.9934561965811965","false","0","1-phenyl-1,2-propanedione","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","tetrahydrofurfuryl_alcohol","234.0","0","1","0","0.9934561965811965","false","0","tetrahydrofurfuryl_alcohol","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2,5-dimethylpyrazine","202.5","0","2","0","0.9957532051282051","true","0","2,5-dimethylpyrazine","25628","0.6336477987421384"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","alpha-terpineol","171.0","0","1","0","0.9917735042735042","false","0","alpha-terpineol","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2,5-dimethylthiazole","234.0","0","1","0","0.9934561965811965","false","0","2,5-dimethylthiazole","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","hexyl_acetate","202.5","0","2","0","0.9957532051282051","true","0","hexyl_acetate","25628","0.6336477987421384"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","butyl_alcohol","171.0","0","1","0","0.9917735042735042","false","0","butyl_alcohol","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2,2'-(thiodimethylene)_difuran","234.0","0","1","0","0.9934561965811965","false","0","2,2'-(thiodimethylene)_difuran","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2,5_diethyl-3-methylpyrazine","202.5","0","2","0","0.9957532051282051","true","0","2,5_diethyl-3-methylpyrazine","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","g-butyrolactone","234.0","0","1","0","0.9934561965811965","false","0","g-butyrolactone","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","hexyl_alcohol","202.5","0","2","0","0.9957532051282051","true","0","hexyl_alcohol","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","piperidine","234.0","0","1","0","0.9934561965811965","false","0","piperidine","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","butyl_anthranilate","171.0","0","1","0","0.9917735042735042","false","0","butyl_anthranilate","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2,6-dimethylpyrazine","234.0","0","1","0","0.9934561965811965","false","0","2,6-dimethylpyrazine","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","hexyl_butyrate","171.0","0","1","0","0.9917735042735042","false","0","hexyl_butyrate","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","isoamyl_alcohol","171.0","0","1","0","0.9917735042735042","false","0","isoamyl_alcohol","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","a-ionone","171.0","0","1","0","0.9917735042735042","false","0","a-ionone","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2,6-dimethylpyridine","202.5","0","2","0","0.9957532051282051","true","0","2,6-dimethylpyridine","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2,3-dimethylbenzofuran","234.0","0","1","0","0.9934561965811965","false","0","2,3-dimethylbenzofuran","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","methyl_phenylacetate","234.0","0","1","0","0.9934561965811965","false","0","methyl_phenylacetate","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","hexyl_formate","171.0","0","1","0","0.9917735042735042","false","0","hexyl_formate","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","2-trans,_4-trans-decadienal","171.0","0","1","0","0.9917735042735042","false","0","2-trans,_4-trans-decadienal","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2-acetyl-3-methylpyrazine","234.0","0","1","0","0.9934561965811965","false","0","2-acetyl-3-methylpyrazine","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","myrtenol","171.0","0","1","0","0.9917735042735042","false","0","myrtenol","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","hydrogen_sulfide","234.0","0","1","0","0.9934561965811965","false","0","hydrogen_sulfide","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","2-decenal","171.0","0","1","0","0.9917735042735042","false","0","2-decenal","0","0.0"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","nerolidol","171.0","0","1","0","0.9917735042735042","false","0","nerolidol","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2-ethylfuran","202.5","0","2","0","0.9957532051282051","true","0","2-ethylfuran","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2-ethyl-3,5(6)-dimethylpyrazine","234.0","0","1","0","0.9934561965811965","false","0","2-ethyl-3,5(6)-dimethylpyrazine","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2-ethyl-3-methylpyrazine","202.5","0","2","0","0.9957532051282051","true","0","2-ethyl-3-methylpyrazine","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","2,5-xylenol","234.0","0","1","0","0.9934561965811965","false","0","2,5-xylenol","0","0.0"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","3-acetylpyridine","234.0","0","1","0","0.9934561965811965","false","0","3-acetylpyridine","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","2-ethylpyrazine","202.5","0","2","0","0.9957532051282051","true","0","2-ethylpyrazine","25628","0.6336477987421384"
"2.925","0.0","0.3418803418803419","0.0","1","4",,"false","phenylacetic_acid","171.0","0","1","0","0.9917735042735042","false","0","phenylacetic_acid","0","0.0"
"1.99375","0.0029192789968652062","0.5015673981191223","0.0","2","2",,"false","3-ethylpyridine","202.5","0","2","0","0.9957532051282051","true","0","3-ethylpyridine","25628","0.6336477987421384"
"2.53125","0.0","0.3950617283950617","0.0","1","4",,"false","benzyl_formate","234.0","0","1","0","0.9934561965811965","false","0","benzyl_formate","0","0.0"
